"id","percent_dem","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
2698,29.6716459977452,14192,"Ware County, Georgia",35745,18093,17652,2251,2593,2183,2523,1790,5019,4373,4376,2307,2265,3427,1946,692,39.3,8614,28124,27131,25933,7241,6065,27131,13629,13502,6065,2511,3554,35745,35002,743,35002,22921,11038,90,6,0,0,0,442,133,20,2,38,19,5,225,43,0,29,0,14,468,743,198,110,30,36,23533,11461,412,500,43,674,1477,873,303,0,301,34268,22430,10880,90,442,43,17,366,3,363,16794,26872,13459,13413,2726,712,1336,534,144,24405,1206,3319,9903,4389,1885,2479,1224,19880,3703,5019,4073,825,4373,3577,782,8948,7363,1355,6065,4867,741,"31429","32329","32721","33254","36269","1380881","1454889","1491585","1502938","1456943",5
2702,14.8752751283933,5452,"Red Willow County, Nebraska",10725,5310,5415,627,616,699,959,595,1133,1197,1124,690,912,1083,632,458,40.2,2555,8701,8170,7731,2727,2173,8170,4014,4156,2173,986,1187,10725,10356,369,10356,10073,69,41,0,25,0,3,20,0,0,0,12,1,7,0,0,0,0,0,0,153,369,56,191,106,0,10442,125,232,126,0,169,588,383,9,0,196,10137,9803,69,8,8,0,4,245,2,243,5320,8112,3991,4121,941,57,388,327,169,7229,114,371,2167,1925,974,1207,471,6744,1678,1133,1096,393,1197,1055,262,2726,2559,514,2173,2034,509,"44256","43095","44358","46784","51790","528120","484277","498159","532653","557427",6
2703,59.557732264767,6738,"Mono County, California",14395,7707,6688,700,733,947,936,1075,1849,1915,1745,1151,1146,1480,667,51,39.5,2983,11652,11412,10758,2784,2198,11412,6055,5357,2198,1138,1060,14395,13754,641,13754,11966,81,407,33,1,0,15,633,2,5,34,9,4,45,534,0,0,0,0,0,667,641,12,539,19,0,12605,95,991,657,3,733,3893,3746,15,0,132,10502,9338,32,178,629,0,107,218,0,218,14092,10185,5572,4613,1408,61,469,813,65,10004,544,641,2195,2448,968,2152,1056,8819,3208,1849,1736,388,1915,1571,759,4042,3416,1036,2198,2096,1025,"45927","51617","50578","55369","61649","985800","1134320","1084777","1171778","1099549",6
2707,42.5365300477362,130509,"Lake County, Ohio",229755,112168,117587,11330,12696,13232,13880,12753,27282,26429,30756,18233,17296,26155,13680,6033,43.9,46016,189943,183739,175928,55134,45868,183739,88647,95092,45868,19962,25906,229755,223401,6354,223401,206917,9971,181,23,13,0,0,2922,1373,409,225,139,168,288,320,70,26,2,9,33,3340,6354,2775,794,1286,47,213075,13133,1307,4449,141,4373,10356,6369,2284,106,1597,219399,201170,9598,130,2918,48,357,5178,580,4598,103212,179046,86024,93022,17875,2229,6111,7449,2086,165864,3497,8827,52110,37984,16479,29620,17347,153540,46967,27282,26242,9713,26429,24710,8622,66285,62239,18810,45868,40349,9822,"47215","48663","50781","52503","55688","11115180","11220114","11644428","12169535","11735248",2
2709,35.4455445544554,505,"Harding County, New Mexico",432,221,211,22,14,17,9,41,70,58,31,25,19,73,35,18,43.5,59,377,373,361,141,126,373,208,165,126,83,43,432,422,10,422,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,112,10,0,2,4,0,304,0,2,4,16,116,172,57,0,19,96,260,217,0,0,0,16,21,6,0,6,462,347,205,142,44,3,9,32,0,329,14,34,69,66,66,49,31,281,80,70,66,11,58,55,31,75,72,14,126,88,24,"41342","33332","38084","40555","46965","56110","52986","54022","43669","40496",6
2710,36.2824060859529,80579,"Columbia County, Georgia",154257,75489,78768,9799,10625,11783,10251,8999,21496,21546,20200,9756,8894,13152,5688,2068,37.1,39103,119641,115154,109788,25526,20908,115154,55624,59530,20908,9390,11518,154257,146277,7980,146277,111740,25908,387,116,0,0,10,6376,1547,628,773,170,1197,1178,883,0,0,0,0,0,1866,7980,2829,761,1545,0,118954,29746,1627,8600,408,3740,10644,4904,2741,16,2983,143613,104687,25783,197,6188,0,463,6295,340,5955,58653,110806,53360,57446,12354,1959,4173,5076,1146,102800,1922,5313,24999,21026,12036,22476,15028,95565,37504,21496,19910,8425,21546,20427,8419,38850,36821,15020,20908,18407,5640,"48069","49091","50717","53105","55920","3758317","3952041","4257577","4479151","4499269",3
2711,28.8321167883212,41648,"Floyd County, Georgia",97805,47231,50574,5852,6047,6767,7202,6597,12462,11772,12452,6784,5618,9386,4906,1960,38.4,22581,77588,75224,70666,19590,16252,75224,35657,39567,16252,7085,9167,97805,94230,3575,94230,76407,13548,154,14,1,0,0,1167,365,212,64,9,270,78,169,19,0,19,0,0,2935,3575,1553,587,284,16,79744,15332,962,1686,91,3828,11049,4971,271,101,5706,86756,68886,13437,108,1147,0,400,2778,366,2412,40713,70629,33200,37429,9884,1725,3194,4433,532,65340,4198,6474,21804,13563,5338,7906,6057,54668,13963,12462,10370,2155,11772,9309,3118,24854,21281,4985,16252,13708,3705,"35898","36483","37640","39008","41411","4221265","4149727","4191333","4236686","4123303",4
2712,31.5238479667704,76799,"Coweta County, Georgia",145839,70937,74902,8654,9953,10333,10127,8418,18048,19263,21893,10138,8669,12741,6081,1521,39,35521,114467,110318,104938,25132,20343,110318,53030,57288,20343,9132,11211,145839,140929,4910,140929,109633,25557,360,0,0,0,0,2918,1005,314,253,79,412,624,231,24,0,3,0,21,2437,4910,1635,548,753,90,114045,27973,1269,4384,459,3361,10360,4578,1646,406,3730,135479,102999,25309,347,2892,24,283,3625,103,3522,55601,105490,50074,55416,11964,1973,4024,4949,1018,98354,2992,6409,26858,21098,8289,22048,10660,88953,32708,18048,16519,6140,19263,17316,8312,40700,37110,12873,20343,18008,5383,"44520","46225","48430","50529","53894","4150233","4391066","4673866","5170375","5282188",2
2713,20.2031051655112,10241,"Howard County, Texas",36213,20377,15836,2316,2109,2318,2652,2052,5355,5263,5340,2295,1858,2563,1491,601,37.5,7969,29002,28244,26153,5680,4655,28244,16376,11868,4655,2208,2447,36213,33971,2242,33971,28486,1996,389,12,0,35,14,197,8,8,94,0,9,14,64,18,0,0,11,7,2885,2242,357,150,186,47,30524,2449,620,468,188,4206,15686,13933,122,49,1582,20527,17147,1867,237,197,11,43,1025,204,821,13200,24923,13248,11675,3478,1038,1252,1138,50,24766,2174,2750,8590,6356,1582,2263,1051,19842,3314,5355,4535,625,5263,4240,726,9493,7438,1225,4655,3629,738,"36415","39427","46121","46684","46964","2426103","3982453","6066486","6107950","3971371",5
2714,14.6305051007713,4019,"Searcy County, Arkansas",7898,3948,3950,385,381,493,415,515,702,781,976,622,603,1154,599,272,48.4,1555,6546,6343,6167,2376,2025,6343,3220,3123,2025,1036,989,7898,7519,379,7519,7178,41,263,131,0,0,0,28,0,13,0,0,15,0,0,0,0,0,0,0,9,379,18,100,10,0,7557,59,363,38,0,260,209,183,0,0,26,7689,7169,41,155,28,0,0,296,168,128,4951,6321,3211,3110,634,102,295,213,24,5709,485,610,2367,1160,462,454,171,4614,625,702,616,37,781,730,152,2201,1769,167,2025,1499,269,"26505","27197","27327","28574","31731","150229","175102","174574","188532","186876",6
2715,52.756920498856,93093,"Kent County, Rhode Island",164122,79502,84620,7995,8602,8612,8665,8500,21866,20188,23066,12883,12775,17992,8457,4521,43.8,30775,137119,133347,128815,37848,30970,133347,63668,69679,30970,13208,17762,164122,159426,4696,159426,148484,2943,485,0,55,0,0,4836,1861,1182,643,160,184,77,729,13,0,13,0,0,2665,4696,1419,760,528,69,152714,5085,1669,5676,172,4082,8818,859,2894,238,4827,155304,143667,2575,282,4816,0,419,3545,443,3102,74526,129810,61730,68080,11599,1151,3531,5179,1738,121748,2921,6288,35075,24471,13206,24529,15258,112539,39787,21866,20905,8567,20188,19029,7786,48724,45814,15640,30970,26791,7794,"53499","55980","57177","60103","63582","9104793","9404646","9501591","9901690","9498398",2
2717,22.8210085387466,12414,"Grimes County, Texas",28447,15341,13106,1656,1763,1789,1944,1704,3218,3610,3741,2337,1731,3144,1288,522,40.5,6340,22769,22107,20959,5920,4954,22107,12253,9854,4954,2459,2495,28447,26538,1909,26538,21080,4187,97,1,0,0,1,75,0,1,16,12,0,23,23,0,0,0,0,0,1099,1909,499,234,8,23,22894,4781,370,99,13,2215,6874,6345,64,18,447,21573,16510,4119,31,75,0,185,653,16,637,11399,21060,11728,9332,2516,895,1008,594,19,19591,1362,2313,6685,4448,1206,2204,1373,15916,3577,3218,2800,374,3610,2950,549,7809,6233,1409,4954,3933,1245,"33749","35416","36459","37881","39626","1079185","1061464","1129322","1132344","1068685",6
2719,34.3046470138476,23542,"Shelby County, Kentucky",48100,23404,24696,3041,3037,2974,3106,2895,6049,6078,6931,3483,2882,4767,2104,753,39.3,11000,38382,37100,35347,9222,7624,37100,17701,19399,7624,3458,4166,48100,46015,2085,46015,40729,3093,0,0,0,0,0,480,122,187,22,19,5,0,125,42,0,0,42,0,1671,2085,966,299,55,37,42734,4142,336,639,123,2295,4601,2794,484,397,926,43499,38196,2940,0,480,42,286,1555,109,1446,18134,35252,16615,18637,4053,453,1682,1445,473,33047,1764,2531,9476,7028,3005,5563,3680,28752,9243,6049,5418,2054,6078,5130,1673,13296,11586,3666,7624,6618,1850,"43063","45192","46329","48177","51798","1530463","1625309","1708219","1733151","1723206",2
2720,67.8065451460716,287633,"New Castle County, Delaware",558306,270278,288028,32070,32053,35028,37315,35378,80973,69210,74038,37993,37129,50994,25714,10411,38.7,120246,452649,438060,413089,109203,87119,438060,209367,228693,87119,37751,49368,558306,538311,19995,538311,349313,140870,1482,314,1,56,0,31918,14765,7892,2591,614,1809,1058,3189,238,54,19,26,139,14490,19995,7402,1147,2320,643,366426,151967,4260,35830,814,20962,57030,23871,18169,754,14236,501276,314898,137633,1140,31686,205,1570,14144,1256,12888,224242,410326,195279,215047,51598,6484,17565,22169,5380,386462,10716,19645,117603,68853,27957,81387,60301,356101,141688,80973,74034,31722,69210,62945,27593,149160,140022,54105,87119,79100,28268,"51558","53466","56208","56930","59303","49817737","48655813","51262116","53904185","52742759",2
2721,38.991485789663,16678,"Fulton County, Illinois",34654,17946,16708,1662,1683,2170,1969,1927,4135,4282,4576,2583,2496,3940,2265,966,43.9,6815,28769,27839,26748,8469,7171,27839,14491,13348,7171,3170,4001,34654,34091,563,34091,32398,1286,135,29,12,0,0,68,0,49,10,0,0,2,7,24,0,8,16,0,180,563,167,127,97,0,32876,1527,331,267,24,283,1066,600,270,27,169,33588,31747,1272,57,68,7,19,418,12,406,16340,27641,14319,13322,2596,477,733,1124,262,25243,693,1999,9165,6182,2581,3151,1472,22551,4623,4135,3619,798,4282,3743,968,9655,8906,1671,7171,6283,1186,"35192","36216","37689","38671","42623","908036","930247","966369","1010829","874576",5
2723,37.4856956024195,97872,"McLennan County, Texas",254045,123984,130061,17474,16210,18171,21275,26137,33117,29270,27244,14828,13650,20792,11120,4757,33.6,62472,198167,191573,175216,44727,36669,191573,91846,99727,36669,15955,20714,254045,238998,15047,238998,190231,36542,960,178,0,0,53,4236,524,898,431,236,506,606,1035,150,12,10,0,128,6879,15047,2197,1415,870,72,204655,39375,2744,5395,425,16933,67422,59449,1573,429,5971,186623,140810,35781,514,4207,81,410,4820,598,4222,102300,177447,84700,92747,36795,3441,10888,19033,3433,154778,9062,13507,42807,35095,15575,24558,14174,132209,38732,33117,29600,8747,29270,24595,7300,55722,46971,13703,36669,31043,8982,"38645","39992","41459","42601","45808","11552769","12429362","13145065","13591408","13419165",3
2724,24.4535951853025,31570,"Effingham County, Georgia",62241,30837,31404,4211,5013,4531,4217,3660,8547,9040,8212,4063,3439,4766,1844,698,36,16518,47276,45723,43283,9146,7308,45723,22321,23402,7308,3248,4060,62241,59820,2421,59820,49910,8460,110,20,0,0,21,415,48,56,64,0,97,97,53,52,42,10,0,0,873,2421,535,390,496,50,52234,9401,921,1012,52,1413,2941,1716,639,98,488,59300,47976,8352,110,415,52,324,2071,488,1583,23462,44757,21939,22818,5114,662,2679,1580,193,40609,1249,3051,15336,8164,3093,6898,2818,36309,9716,8547,8099,2526,9040,8471,2753,15714,13817,3215,7308,5922,1222,"39046","40772","42117","42320","44887","1820215","1922951","2020655","2050010","2223631",3
2725,31.3089723794819,5829,"Mathews County, Virginia",8760,4371,4389,314,330,285,583,428,605,845,1136,530,1070,1468,902,264,53.7,1319,7752,7441,7220,3404,2634,7441,3556,3885,2634,1211,1423,8760,8472,288,8472,7716,714,0,0,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,0,288,0,179,8,0,8004,793,258,50,0,22,239,0,27,92,120,8521,7499,714,0,42,0,0,266,0,266,5758,7437,3556,3881,621,17,366,187,51,6820,203,352,1900,1750,633,1488,494,6265,1982,605,593,116,845,789,256,2736,2510,893,2634,2373,717,"53137","54943","55988","59904","62724","205417","203915","219800","232570","233971",2
2726,16.2030173541467,11467,"McCurtain County, Oklahoma",32913,16291,16622,2371,2352,2339,2068,2023,4043,3606,4031,2265,1901,3348,2001,565,38.5,8392,25283,24521,23361,7106,5914,24521,11956,12565,5914,2727,3187,32913,29279,3634,29279,20601,2582,4632,170,0,0,11,271,0,16,44,0,0,186,25,425,22,0,0,403,768,3634,347,2527,85,118,24018,3286,7547,367,437,1231,2045,1830,68,7,140,30868,20104,2582,4465,271,425,0,3021,9,3012,15760,23927,11619,12308,2761,714,1163,830,54,21760,1233,2504,9214,4223,1447,2215,924,18023,3139,4043,3510,512,3606,3054,548,8197,6973,1268,5914,4486,811,"32238","33322","33809","35030","37605","1064152","1126533","1082700","1081532","1104353",6
2728,10.9996580417189,8773,"Hutchinson County, Texas",21105,10788,10317,1344,1730,1265,1706,1105,2629,2595,2379,1474,1380,2026,967,505,38.2,5303,16514,15802,14683,4221,3498,15802,8030,7772,3498,1638,1860,21105,19606,1499,19606,17955,459,323,47,0,0,0,92,15,4,10,0,27,21,15,81,74,7,0,0,696,1499,152,304,78,0,19207,741,627,287,81,1661,4985,4282,77,10,616,16120,14701,453,298,92,81,0,495,92,403,10652,15213,7733,7480,1847,298,696,766,87,13955,736,1196,4700,3989,1185,1646,503,12023,2149,2629,2416,396,2595,2144,576,5233,4500,849,3498,2963,328,"40883","40113","42270","43542","46443","6054903","5325802","5861247","4563845","2862466",5
2729,66.1411819523181,12877,"Fredericksburg city, Virginia",29059,13332,15727,2088,1527,1696,2329,3847,5127,3157,3005,1503,1610,1963,859,348,30.7,6047,23554,23012,20591,4349,3170,23012,10538,12474,3170,1283,1887,29059,26029,3030,26029,17868,5507,63,49,0,0,0,1114,210,8,50,0,118,59,669,17,0,0,17,0,1460,3030,1325,264,220,55,20081,7605,669,1899,88,1936,3225,1135,319,77,1694,25834,16879,5350,63,1114,17,77,2334,24,2310,11887,21581,9677,11904,5440,253,913,3437,837,17572,698,679,4098,3679,959,4118,3341,16195,7459,5127,4632,1712,3157,2943,1572,6118,5606,3091,3170,3014,1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2731,17.4839596700275,4364,"Keith County, Nebraska",8048,4100,3948,378,519,474,366,345,791,844,940,618,612,1147,736,278,49.3,1625,6614,6423,6289,2429,2161,6423,3220,3203,2161,998,1163,8048,7906,142,7906,7639,132,58,0,0,0,37,38,0,2,1,17,18,0,0,6,4,0,2,0,33,142,12,14,0,0,7775,168,96,44,6,125,601,536,1,3,61,7447,7198,132,26,35,4,0,52,6,46,5481,6369,3188,3181,457,84,112,239,22,5966,224,371,1687,1853,677,820,334,5371,1154,791,697,168,844,786,93,2170,1974,447,2161,1914,446,"43633","42585","44938","45436","48869","396043","373465","385256","395259","405463",6
2733,39.2166018158236,19275,"Lincoln Parish, Louisiana",47118,23084,24034,2609,2661,2555,4742,8809,5844,4650,4272,2513,2041,3639,1872,911,28.1,9426,38944,37692,32088,7504,6422,37692,18224,19468,6422,2746,3676,47118,46349,769,46349,25623,18973,56,21,0,0,0,735,110,293,43,49,0,177,63,1,0,0,0,1,961,769,239,241,57,36,26311,19306,340,812,1,1137,1456,977,189,100,190,45662,25088,18891,38,735,1,316,593,0,593,20431,36617,17474,19143,11950,790,2061,7978,1121,25742,891,1997,7143,5094,1566,5380,3671,22854,9051,5844,5258,2539,4650,4054,1614,8826,7841,2592,6422,5701,2306,"36275","37680","38457","39954","42437","1860906","2240436","2320640","2216919","2036742",5
2734,30.4540646861257,53891,"Rockwall County, Texas",101175,49891,51284,6286,7566,8342,7906,5283,11418,15589,14007,6925,5560,7451,3565,1277,37.6,27310,77054,73865,69653,15526,12293,73865,35980,37885,12293,5566,6727,101175,94937,6238,94937,80949,6790,879,49,0,0,0,2938,1090,375,486,15,279,248,445,49,49,0,0,0,3332,6238,578,871,744,32,86662,7679,2212,4204,122,7042,18295,14356,923,199,2817,82880,70586,6720,188,2826,49,248,2263,172,2091,35670,70153,34143,36010,8073,1218,2474,3547,834,65792,2150,2443,11553,15317,6137,17738,10454,61199,28192,11418,10829,5140,15589,14640,7137,26492,24424,11652,12293,11306,4263,"57978","60717","62036","65526","66943","2947880","3257605","3620828","3967566","4237504",2
2736,45.8799014964955,5279,"Frio County, Texas",20013,12195,7818,1269,1010,1394,1987,1838,3697,2546,2089,856,903,1371,757,296,31.7,4690,16046,15323,14142,3001,2424,15323,9503,5820,2424,1090,1334,20013,17918,2095,17918,15801,805,40,0,0,0,0,192,29,54,46,10,8,0,45,0,0,0,0,0,1080,2095,131,118,10,36,17842,982,204,220,0,2870,15924,13305,81,76,2462,4089,3050,722,16,181,0,11,109,0,109,5991,12926,7777,5149,2808,798,1650,286,74,12515,2177,2214,4217,2077,804,528,498,8124,1026,3697,2455,170,2546,2015,161,3848,2580,486,2424,1074,209,"29730","31492","32554","33917","35893","971240","1156360","1332370","1187474","904568",6
2737,38.0963198546115,57226,"Roanoke County, Virginia",94103,45521,48582,4495,5290,5560,5780,4935,10919,11331,12420,6751,6281,11515,6474,2352,43.5,18952,77482,75151,72012,23579,20341,75151,35553,39598,20341,8874,11467,94103,91879,2224,91879,82180,5564,194,0,12,19,41,3215,1467,788,121,21,92,396,330,33,11,14,0,8,693,2224,865,251,245,0,83851,6476,648,3974,241,1143,2997,1109,809,136,943,91106,80431,5549,175,3153,33,51,1714,194,1520,41036,73205,34745,38460,7108,1004,2645,2422,1037,68043,1564,3001,18531,12971,7496,16113,8367,63478,24480,10919,10300,4482,11331,10965,4879,25452,24030,9422,20341,18183,5697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2738,24.0290874220873,12514,"Page County, Virginia",23862,11759,12103,1177,1332,1392,1275,1226,2685,2725,3395,1906,1681,2936,1644,488,45.3,4771,19590,19091,18200,6012,5068,19091,9384,9707,5068,2324,2744,23862,23142,720,23142,22585,282,39,0,30,0,0,130,0,6,75,0,0,29,20,0,0,0,0,0,106,720,335,93,0,36,23242,673,188,157,27,315,503,280,114,0,109,23359,22286,282,39,130,0,67,555,67,488,11783,18937,9291,9646,1631,57,788,713,73,17460,1001,1825,8134,2988,1012,1472,1028,14634,2500,2685,2645,465,2725,2509,380,6982,5548,907,5068,3932,748,"36148","36955","37952","39449","42618","600142","618896","621444","655327","620638",6
2739,37.8379308762106,87148,"Monroe County, Michigan",150000,74009,75991,7839,8401,9743,9180,8694,17658,17488,20711,12104,11022,16172,7707,3281,42.8,32047,122171,117953,112745,33540,27160,117953,57796,60157,27160,12300,14860,150000,146114,3886,146114,140412,3620,431,0,153,0,0,777,150,152,138,36,156,42,103,2,0,2,0,0,872,3886,1442,839,610,12,144174,5196,1360,1501,125,1631,5527,3907,507,110,1003,144473,136372,3555,431,775,0,176,3164,334,2830,64760,116659,57081,59578,11810,1740,3830,5580,660,106143,2085,7019,36223,25697,12778,14465,7876,97039,22341,17658,16568,4232,17488,16496,4527,43837,40525,8667,27160,23450,4915,"42965","44658","46098","47726","50472","5856735","5981520","6022839","6228862","5840259",4
2740,43.5035460992908,7050,"Bienville Parish, Louisiana",13391,6283,7108,802,792,1034,598,776,1568,1531,1622,981,955,1447,1004,281,42.1,3033,10587,10358,9980,3313,2732,10358,4940,5418,2732,1171,1561,13391,13258,133,13258,7400,5685,0,0,0,0,0,27,7,0,11,1,0,0,8,0,0,0,0,0,146,133,27,36,49,8,7525,5725,45,80,0,154,258,245,5,0,8,13133,7219,5685,0,19,0,82,128,3,125,7922,10292,4884,5408,969,90,398,402,79,9389,427,1080,4157,1910,660,761,394,7882,1155,1568,1216,152,1531,1336,285,3558,3170,460,2732,2160,258,"33399","35849","38365","39088","42743","474297","569144","612620","542338","500437",6
2741,23.3759374669906,9467,"Paulding County, Ohio",18742,9362,9380,1074,1418,1144,1171,960,2126,2159,2442,1466,1271,2069,1016,426,42.2,4412,14878,14330,13858,4385,3511,14330,7094,7236,3511,1593,1918,18742,18151,591,18151,17839,107,22,0,0,0,11,49,8,0,7,0,26,4,4,10,3,0,0,7,124,591,182,98,56,0,18411,319,172,105,10,354,905,728,50,0,127,17837,17262,107,22,49,10,0,387,66,321,8764,14228,7020,7208,1355,362,508,440,45,12975,227,1085,5847,2591,1161,1515,549,11663,2064,2126,1975,559,2159,2028,488,5179,4725,612,3511,2935,405,"37279","38893","40462","41315","45740","476160","549715","590889","589781","619057",6
2742,30.9636393282244,6133,"Falls County, Texas",17281,8174,9107,998,1031,1066,916,1072,2262,1903,2665,1186,944,1638,1127,473,41,3670,14082,13611,12987,3758,3238,13611,6308,7303,3238,1543,1695,17281,16761,520,16761,12110,4060,71,21,0,0,0,111,85,0,0,0,0,26,0,0,0,0,0,0,409,520,217,76,0,0,12574,4298,182,121,7,626,4065,3633,20,4,408,13216,8789,3946,52,111,0,0,318,15,303,7779,12969,5915,7054,1413,261,608,499,45,12198,1072,1679,4260,2795,877,1095,420,9447,1515,2262,1754,298,1903,1556,302,4795,3783,457,3238,2354,458,"33267","33918","35582","36678","40389","371111","365707","391788","408025","441152",3
2743,32.9842506900471,36954,"Lee County, Mississippi",85304,40705,44599,5760,6256,5847,5667,4973,11290,11261,10919,5768,4859,7388,4096,1220,37.5,21581,66314,63723,60566,15636,12704,63723,29781,33942,12704,5384,7320,85304,84032,1272,84032,56553,25162,172,0,0,0,0,798,150,62,99,23,21,297,146,202,4,0,0,198,1145,1272,645,189,141,21,57793,25944,533,1044,202,1235,2354,1944,110,38,262,82950,55325,25078,172,798,202,271,1104,10,1094,36949,62662,29081,33581,6922,1276,1819,3375,452,56801,2169,6169,15048,12495,5638,9171,6111,48463,15282,11290,9998,3047,11261,9927,4027,21546,18279,5229,12704,10259,2979,"39748","41312","42119","44363","48080","4720392","4815484","4859477","5097197","5027416",5
